text,sentiment
เป็นเศร้า แพ็คของเสร็จยัง ไปช่วยแพ็คป่ะ นอนไม่หลับ 5,sadness
ทำไมเรายังหาไม่ได้เลย f เนี่ย เศร้า,sadness
ลูกเขยโดนลดบทฮือออ ป���ติค่าตัวก็แพงอยู่แล้ว ใจมัมหมีแตกสลายเป็นผุยผง หวังเล็กๆว่าแบบจะหาทางออกได้ เข้าใจแต่ก็เศร้าใจ ;__;,sadness
โบ้ยกันอยู่นั่นอะ,unclassifiable
กุเศร้าอยู่นะที่ไม่สนิทกับเพื่อนประถมเลย แต่ไม่แปลกหรอกอีสัส 5,sadness
เพื่อนไปไหนรอบที่สามล้าน,unclassifiable
ใส่เชนแล้วกินอะไรแข็งๆไม่ได้เลยค่ะแฟน เศร้า,sadness
ไม่ต้องห่วง ชินและ โดนบ่อย,unclassifiable
จะร้องไห้ แบบมึงเกินไปไหมวะ ไอเหี้ย โอ้ย ปร��เทศไทย เศร้าวะ,sadness
พลาดฮันบินอีกละทั้งๆที่ยังไม่ได้นอน เศร้า,sadness
ตอนเช้าโดนบอกเลิกคุย ตอนกลางคืนกุมานอนกับอีกคนเลย จบ,unclassifiable
ใช่ๆยิ่งซีรี่ส์ออกช่วงโควิดแบบนี้ด้วยนะ ทำอะไรมันก็ยากถูกมะ แต่สำหรับเรานะเรื่องจิ้นไม่เท่าไหร่เพราะเราไม่ได้จิ้นแต่ชอบเค้าทั้งคู่น้องมาร์คก็เป็นเด็กน่ารักมากๆ เรื่องจิ้นก็เลยแล้วแต่คุณเค้าทั้งสองเลย ส่วนคนจิ้นก็คงจะเศร้าๆหน่อย,sadness
5 แล้วมีตรงไหนที่บอกว่าเป็นนนท์ ร้อนตัวอะ,unclassifiable
ม๊า เศร้า กลัวโดนยิง,unclassifiable
มันเศร้าจังนะ มีคนแอดเฟซมาทีก็คือหาคนตอบเพจทั้งนั้น ฮือ,sadness
เรื่องน่าเศร้าของไรท์เตอร์ คือการกลับไปต่อเรื่องที่ยังแต่งไม่จบไม่ได้อีกแล้ว ความรู้สึกที่มีให้กับเรื่องนั้นมันได้หายไปหมดแล้ว...,sadness
ขอเพลงเศร้าหน่อย อยากอกหักทิ้บตอนตีสามครึ่ง,sadness
ร้อนตัวทำไมอ่า งง 5,unclassifiable
ฟังเพลงเศร้าตอนนี้แล้วอกฟักทิพย์จัดๆ,sadness
เครียดอ่ะ จะลงเรียนหลักสูตรนานาชาติ ดีไหม เป็นเศร้า,sadness
อมก,unclassifiable
เป็นเรื่องที่พูดกี่ทีก็เศร้านะคะ,sadness
